"Strategies","1","2","3","4","5","6","7","8","9","10"
"NS-LR",0.2277,0.2376,0.2178,0.2376,0.2277,0.2574,0.2376,0.2376,0.2376,0.2277
"NS-RF",0.3465,0.3168,0.3267,0.3663,0.3366,0.3465,0.3366,0.3267,0.3366,0.3366
"NS-SVM",0.2079,0.2079,0.1782,0.2079,0.1584,0.1881,0.198,0.1881,0.198,0.198
"NS-XGB",0.1881,0.1683,0.1485,0.1485,0.1584,0.1683,0.2376,0.1386,0.1683,0.1584
"PruDent-C5.0",0.4851,0.4752,0.4851,0.4554,0.4653,0.4653,0.4752,0.4554,0.4752,0.4356
"PruDent-LR",0.1584,0.1485,0.1485,0.1881,0.1386,0.1485,0.1782,0.1881,0.1485,0.1782
"PruDent-RF",0.3465,0.3564,0.3762,0.3762,0.3366,0.3663,0.3564,0.3564,0.3564,0.3663
"PruDent-SVM",0.1782,0.1683,0.1683,0.1881,0.1683,0.1584,0.198,0.1782,0.1683,0.198
"PruDent-XGB",0.1584,0.1485,0.1287,0.1188,0.1287,0.1386,0.1584,0.1386,0.1287,0.1485
"RDBR-C5.0",0.3861,0.4356,0.4356,0.3663,0.4455,0.4653,0.495,0.4356,0.4554,0.396
"RDBR-LR",0.1683,0.1683,0.1881,0.1881,0.1683,0.1683,0.2178,0.1881,0.2178,0.198
"RDBR-RF",0.3267,0.3069,0.3069,0.3168,0.2871,0.3366,0.3366,0.3069,0.3069,0.3069
"RDBR-SVM",0.1782,0.1881,0.1683,0.2079,0.1881,0.198,0.1881,0.1683,0.1881,0.1683
"RDBR-XGB",0.198,0.1881,0.1584,0.1782,0.1485,0.1485,0.1782,0.1782,0.1782,0.1782
