"Strategy","1","2","3","4","5","6","7","8","9","10"
"ECC-SVMt",0.0534,0.0544,0.0538,0.053,0.0545,0.0576,0.0578,0.0546,0.0535,0.0542
"MBR-SVMt",0.0504,0.0509,0.0596,0.0499,0.051,0.0507,0.0506,0.0511,0.0506,0.0505
"NS-SVMt",0.048,0.0485,0.0482,0.0499,0.0488,0.0503,0.0501,0.049,0.0531,0.0485
"PruDent-SVMt",0.0496,0.0483,0.048,0.0528,0.0488,0.0532,0.0502,0.0509,0.0504,0.0503
"RDBR-SVMt",0.057,0.0569,0.0571,0.0571,0.0518,0.0574,0.0574,0.0518,0.0572,0.0568
"BR-XGB",0.0511,0.052,0.0522,0.0512,0.0523,0.0522,0.052,0.0522,0.0519,0.052
"BR+-XGB",0.0522,0.0528,0.0526,0.052,0.053,0.0532,0.0528,0.0528,0.0525,0.0526
"CC-XGB",0.0525,0.0527,0.0525,0.0517,0.0526,0.0532,0.0529,0.0528,0.0526,0.0521
"DBR-XGB",0.0523,0.0528,0.0527,0.0521,0.0527,0.0532,0.0528,0.0527,0.0527,0.0527
"EBR-XGB",0.0503,0.0506,0.0505,0.0495,0.0508,0.0506,0.0506,0.0509,0.0505,0.0501
"ECC-XGB",0.0502,0.0501,0.0504,0.0494,0.0503,0.0502,0.0503,0.0508,0.0501,0.05
"MBR-XGB",0.0501,0.0509,0.0511,0.0498,0.0513,0.0513,0.0508,0.0513,0.0507,0.0509
"NS-XGB",0.0515,0.0519,0.0519,0.051,0.0523,0.0524,0.0518,0.0525,0.0521,0.052
"PruDent-XGB",0.0511,0.052,0.0522,0.0512,0.0523,0.0522,0.052,0.0522,0.0519,0.052
"RDBR-XGB",0.0519,0.0525,0.0524,0.0513,0.0524,0.0527,0.0527,0.0524,0.0521,0.0525
